author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
ЭТАЛОН,real_estate_agent,https://podolsk.cian.ru/sale/flat/300270478/,Подольск,sale,flat,6,17,1,38.1,6199000.0,,Юбилейная ,11а,Подольск,Подольские просторы
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/301910522/,Подольск,sale,flat,4,5,2,42.0,5400000.0,, Мичурина,12,Подольск,
Татьяна Попова,realtor,https://podolsk.cian.ru/sale/flat/308168997/,Подольск,sale,flat,1,5,1,34.9,4888888.0,,проспект 50 лет Октября,11А,Подольск,
Светлана Лушкина,realtor,https://podolsk.cian.ru/sale/flat/301930796/,Подольск,sale,flat,5,5,1,31.4,4500000.0,,проспект Юных Ленинцев,88а,Щербинка,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/307563310/,Подольск,sale,flat,3,5,1,31.0,4950000.0,, Свердлова,35/20,Подольск,
ЭТАЖИ Подольск,real_estate_agent,https://podolsk.cian.ru/sale/flat/305646080/,Подольск,sale,flat,5,17,1,33.5,5380000.0,, Ватутина,54,Подольск,Шепчинки
Перспектива,real_estate_agent,https://podolsk.cian.ru/sale/flat/303225877/,Подольск,sale,flat,12,16,1,35.0,6500000.0,,Юбилейная ,23,Подольск,
ID 501289,unknown,https://podolsk.cian.ru/sale/flat/307215816/,Подольск,sale,flat,4,5,2,43.0,6500000.0,мкр. Центральный, Дружбы,2,,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/292635529/,Подольск,sale,flat,4,4,2,40.7,6100000.0,, Чайковского,6,Подольск,
ЭЛЬБРУС,real_estate_agent,https://podolsk.cian.ru/sale/flat/304291382/,Подольск,sale,flat,4,5,2,44.0,5450000.0,, Кирова,51а,Подольск,
Манхэттен эстейт,real_estate_agent,https://podolsk.cian.ru/sale/flat/303338436/,Подольск,sale,flat,1,5,1,30.2,4800000.0,,Красногвардейский бульвар,3а,Подольск,
Весна,real_estate_agent,https://podolsk.cian.ru/sale/flat/307411594/,Подольск,sale,flat,4,9,2,33.0,5500000.0,,Октябрьский проспект,5,Подольск,
ДИАЛЬ-НЕДВИЖИМОСТЬ,real_estate_agent,https://podolsk.cian.ru/sale/flat/307664496/,Подольск,sale,flat,12,15,1,36.0,5990000.0,, Садовая,5к1,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/305676692/,Подольск,sale,flat,10,15,1,40.3,5990000.0,,Пионерская ,15,Подольск,
Монолит,real_estate_agent,https://podolsk.cian.ru/sale/flat/303783361/,Подольск,sale,flat,5,5,1,30.7,4500000.0,, Большая Серпуховская,56,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/305928736/,Подольск,sale,flat,1,3,1,25.0,4200000.0,,Осенний проезд,1,Подольск,
Самолет Плюс,real_estate_agent,https://podolsk.cian.ru/sale/flat/306947715/,Подольск,sale,flat,7,14,1,39.8,6600000.0,,Сосновая ,2к3,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/296248188/,Подольск,sale,flat,2,5,2,47.9,6100000.0,,Плещеевская ,56,Силикатная,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/293120262/,Подольск,sale,flat,5,10,2,42.7,6900000.0,,Школьная ,39,Подольск,
Самолёт плюс Чехов,real_estate_agent,https://podolsk.cian.ru/sale/flat/304546699/,Подольск,sale,flat,4,5,1,30.2,4700000.0,, Театральная,3,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/298088066/,Подольск,sale,flat,5,5,2,43.6,5400000.0,, Мичурина,6/7,Подольск,
PORTAL ESTATE,real_estate_agent,https://podolsk.cian.ru/sale/flat/303576462/,Подольск,sale,flat,7,17,1,39.6,6500000.0,, Шаталова,2,Подольск,На ул. Шаталова
Анастасия Безина,realtor,https://podolsk.cian.ru/sale/flat/301151607/,Подольск,sale,flat,4,19,1,39.0,6750000.0,, Генерала Варенникова,4,Подольск,
Вероника,real_estate_agent,https://podolsk.cian.ru/sale/flat/279970562/,Подольск,sale,flat,1,14,1,35.0,6000000.0,, Федорова,38,Подольск,
Юлия Шаталова,realtor,https://podolsk.cian.ru/sale/flat/306157935/,Подольск,sale,flat,4,5,2,43.0,5000000.0,, Садовая,28,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/305720633/,Подольск,sale,flat,2,9,2,43.0,5800000.0,, Красная,1Б,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/297807668/,Подольск,sale,flat,5,9,2,48.1,7100000.0,,Высотная ,7,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/299894322/,Подольск,sale,flat,12,17,1,45.0,5399000.0,, Серпуховская,3А,Подольск,Дом на Серпуховской
Антон Анциферов,realtor,https://podolsk.cian.ru/sale/flat/303488560/,Подольск,sale,flat,5,5,1,30.9,4300000.0,, Симферопольская,27,Подольск,
ЭЛЬБРУС,real_estate_agent,https://podolsk.cian.ru/sale/flat/293543386/,Подольск,sale,flat,5,5,2,45.6,5700000.0,, Свердлова,41,Подольск,
Анастасия Безина,realtor,https://podolsk.cian.ru/sale/flat/307096920/,Подольск,sale,flat,2,3,2,42.4,6700000.0,, Большая Серпуховская,24,Подольск,
Пилигрим,real_estate_agent,https://podolsk.cian.ru/sale/flat/308474633/,Подольск,sale,flat,18,22,1,42.2,6700000.0,, 43-й Армии,19,Подольск,Подольские просторы
Наталья Абделганиева,realtor,https://podolsk.cian.ru/sale/flat/307702082/,Подольск,sale,flat,6,9,1,36.0,5300000.0,мкр. Кутузово, Циолковского,10/6,,
ЭТАЖИ Подольск,real_estate_agent,https://podolsk.cian.ru/sale/flat/305509786/,Подольск,sale,flat,3,5,2,40.3,5500000.0,, Мичурина,5А,Подольск,
Авторитет,real_estate_agent,https://podolsk.cian.ru/sale/flat/305688269/,Подольск,sale,flat,5,5,2,53.5,7250000.0,,Гулевский проезд,6,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/299921128/,Подольск,sale,flat,1,5,2,47.4,5900000.0,,Красногвардейский бульвар,9,Подольск,
В.Ю. Групп.,real_estate_agent,https://podolsk.cian.ru/sale/flat/306830268/,Подольск,sale,flat,8,20,1,40.0,5900000.0,,Народная ,23к1,Подольск,
PORTAL ESTATE,real_estate_agent,https://podolsk.cian.ru/sale/flat/306300521/,Подольск,sale,flat,4,14,1,38.2,5800000.0,,Юбилейная ,11б,Подольск,Подольские просторы
Елена Маркова,realtor,https://podolsk.cian.ru/sale/flat/294375015/,Подольск,sale,flat,1,6,2,65.1,7200000.0,, Заводская,21,Подольск,
PRO ОБМЕН,real_estate_agent,https://podolsk.cian.ru/sale/flat/302052620/,Подольск,sale,flat,15,15,1,43.1,6900000.0,,Пионерская ,15к3,Подольск,Шепчинки
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/306775327/,Подольск,sale,flat,4,9,2,33.4,6000000.0,,Октябрьский проспект,9,Подольск,
Валерия Боголюбова,realtor,https://podolsk.cian.ru/sale/flat/307370473/,Подольск,sale,flat,16,17,1,38.2,5700000.0,,Народная ,23,Подольск,Народный
Ольга Хромова,realtor,https://podolsk.cian.ru/sale/flat/307686676/,Подольск,sale,flat,5,5,2,47.1,6500000.0,,Красногвардейский бульвар,29б,Подольск,
ЭТАЖИ Подольск,real_estate_agent,https://podolsk.cian.ru/sale/flat/307496099/,Подольск,sale,flat,6,9,1,33.6,6700000.0,, Ульяновых,15,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/300296186/,Подольск,sale,flat,5,5,2,44.1,5700000.0,, 8 Марта,5,Силикатная,
ЭТАЖИ Подольск,real_estate_agent,https://podolsk.cian.ru/sale/flat/300246214/,Подольск,sale,flat,3,9,1,36.0,6800000.0,, Большая Зеленовская,8,Подольск,
Андрей Михайлов,realtor,https://podolsk.cian.ru/sale/flat/304623036/,Подольск,sale,flat,5,5,2,44.1,5600000.0,, Циолковского,15А,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/294694670/,Подольск,sale,flat,9,9,2,47.0,7349000.0,,Красногвардейский бульвар,33,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/308266899/,Подольск,sale,flat,5,15,1,34.9,5900000.0,, Серпуховская,7,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/305871526/,Подольск,sale,flat,2,17,1,38.0,5990000.0,,Юбилейная ,13а,Подольск,Подольские просторы
Наталья Парфенова,realtor,https://podolsk.cian.ru/sale/flat/308003828/,Подольск,sale,flat,5,5,2,44.2,5700000.0,,Красногвардейский бульвар,41/1,Подольск,
Михаил Коптев,realtor,https://podolsk.cian.ru/sale/flat/308293886/,Подольск,sale,flat,3,5,2,41.9,5990000.0,, Ленина,17,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/304751694/,Подольск,sale,flat,1,5,2,43.9,5900000.0,, Кирова,62,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/308018293/,Подольск,sale,flat,1,5,1,33.2,4150000.0,,Плещеевская ,56Б,Силикатная,
В.Ю. Групп.,real_estate_agent,https://podolsk.cian.ru/sale/flat/300695230/,Подольск,sale,flat,8,17,1,33.3,4450000.0,, Серпуховская,3А,Подольск,Дом на Серпуховской
Вадим Кузнецов,realtor,https://podolsk.cian.ru/sale/flat/308063444/,Подольск,sale,flat,7,16,1,34.0,6400000.0,,Колхозная ,16к1,Силикатная,
Ольга Закомолдина,realtor,https://podolsk.cian.ru/sale/flat/308010620/,Подольск,sale,flat,4,5,2,43.0,6250000.0,мкр. Высотный, Клемента Готвальда,7а,,
PORTAL ESTATE,real_estate_agent,https://podolsk.cian.ru/sale/flat/293099520/,Подольск,sale,flat,5,5,2,49.8,6800000.0,, Кирова,80,Подольск,
Анна Егорова,realtor,https://podolsk.cian.ru/sale/flat/308340787/,Подольск,sale,flat,2,5,2,45.0,6500000.0,мкр. Южный,Южный проезд,4,,
МАРТЪ,real_estate_agent,https://podolsk.cian.ru/sale/flat/301340776/,Подольск,sale,flat,3,5,2,44.5,5900000.0,, Машиностроителей,26а,Подольск,
Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/sale/flat/292523694/,Подольск,sale,flat,1,5,2,45.5,5650000.0,, Чехова,10,Подольск,
Самолет Плюс,real_estate_agent,https://podolsk.cian.ru/sale/flat/307003925/,Подольск,sale,flat,8,12,1,38.2,6500000.0,, Генерала Стрельбицкого,13,Подольск,
В.Ю. Групп.,real_estate_agent,https://podolsk.cian.ru/sale/flat/296599210/,Подольск,sale,flat,3,5,1,30.0,5300000.0,,проспект Юных Ленинцев,38,Силикатная,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/297079415/,Подольск,sale,flat,12,17,1,37.9,6099000.0,, Горького,17,Подольск,Львовский
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/302540217/,Подольск,sale,flat,1,5,2,46.9,6300000.0,,,5,Подольск,
Мечты сбываются,real_estate_agent,https://podolsk.cian.ru/sale/flat/302561913/,Подольск,sale,flat,2,5,2,44.0,6150000.0,, Свердлова,46,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/298144239/,Подольск,sale,flat,3,5,2,44.4,5900000.0,, Гайдара,8,Подольск,
Вероника,real_estate_agent,https://podolsk.cian.ru/sale/flat/305736948/,Подольск,sale,flat,17,19,1,34.8,6100000.0,, Генерала Варенникова,2,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/289069987/,Подольск,sale,flat,8,15,1,35.4,6550000.0,, Серпуховская,7,Подольск,
ЭТАЖИ Подольск,real_estate_agent,https://podolsk.cian.ru/sale/flat/308158216/,Подольск,sale,flat,4,5,2,44.3,5750000.0,, Симферопольская,21,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/303832916/,Подольск,sale,flat,3,5,2,43.7,5950000.0,, Гайдара,6,Подольск,
СР Эстет,real_estate_agent,https://podolsk.cian.ru/sale/flat/303521169/,Подольск,sale,flat,10,24,1,43.0,7100000.0,, Садовая,3к2,Силикатная,
Наталья Ворожейкина,realtor,https://podolsk.cian.ru/sale/flat/305913746/,Подольск,sale,flat,2,14,1,46.0,6400000.0,Красная Горка мкр, Садовая,3к2,,
Кристина Захарова,realtor,https://podolsk.cian.ru/sale/flat/289510294/,Подольск,sale,flat,3,5,1,31.0,5300000.0,мкр. Южный, Машиностроителей,12,,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/302462924/,Подольск,sale,flat,13,15,1,41.4,5500000.0,, Серпуховская,7,Подольск,
Сделка,real_estate_agent,https://podolsk.cian.ru/sale/flat/307495473/,Подольск,sale,flat,1,5,2,45.4,6800000.0,, Клемента Готвальда,3,Подольск,
Астория,real_estate_agent,https://podolsk.cian.ru/sale/flat/304419324/,Подольск,sale,flat,10,10,1,40.5,6149999.0,,Литейная ,44,Подольск,
PORTAL ESTATE,real_estate_agent,https://podolsk.cian.ru/sale/flat/293879976/,Подольск,sale,flat,4,5,2,44.8,5700000.0,,Ленинградская ,12б,Подольск,
